taskSize,taskType,priority,resourceLoad,actualTime
1,2,2,31.45,1.53
1,1,1,27.26,0.714
1,1,1,8.63,0.723
2,3,2,58.83,5.693
1,1,1,8.73,0.639
1,1,1,25.13,0.839
2,1,1,48.85,5.67
1,2,1,25.27,0.985
1,3,4,10.9,0.679
2,1,2,11.37,3.057
2,3,2,37.09,4.326
2,3,5,36.5,2.497
1,1,1,30.13,0.878
1,2,5,40.95,0.603
2,3,4,26.67,2.258
1,3,2,20.29,1.037
1,2,2,24.58,1.214
1,1,3,25.95,0.627
1,1,1,23.98,0.661
3,1,1,13.21,18.069
1,2,1,56.56,1.585
1,1,1,11.46,0.73
3,2,1,11.49,22.196
3,2,4,5.96,23.0
1,1,1,40.24,1.13
2,3,2,17.11,3.593
1,1,1,48.89,0.839
2,1,1,42.37,5.246
1,3,3,32.18,0.581
1,1,3,23.54,0.458
1,1,2,26.04,0.862
2,3,2,27.42,3.888
1,3,3,23.86,0.753
1,3,1,18.73,0.636
2,1,2,37.71,4.222
1,1,1,18.53,0.99
2,1,1,28.3,3.944
1,1,4,46.11,0.905
1,3,3,59.33,0.932
1,1,2,23.66,1.099
1,2,1,26.17,1.266
1,1,3,25.82,0.427
1,2,4,46.85,0.659
2,1,4,14.98,2.566
1,1,3,15.5,0.679
1,1,2,52.68,0.516
2,3,1,33.21,5.858
1,2,1,37.37,1.374
2,2,1,19.94,8.055
2,1,2,21.22,2.531
1,2,4,18.86,0.948
2,2,4,12.67,6.076
3,1,1,16.75,14.155
1,2,1,20.15,0.987
3,3,1,55.35,65.494
1,3,2,14.48,0.784
1,3,3,34.61,0.749
1,1,3,42.27,0.551
1,1,4,31.8,0.694
3,1,2,19.9,13.776
1,1,2,25.78,0.604
3,1,5,12.9,7.599
2,1,2,9.12,2.927
3,2,1,20.16,32.354
3,2,1,4.39,36.519
1,2,1,30.4,0.976
3,3,1,32.63,21.346
2,1,2,3.1,4.163
1,1,3,50.78,0.804
2,2,1,32.78,8.288
1,2,1,27.94,1.207
1,1,1,42.97,0.81
1,3,3,39.86,1.092
1,1,1,25.69,0.66
1,2,1,26.0,1.547
1,3,2,36.68,1.266
2,1,2,2.79,2.103
2,2,1,18.54,6.224
2,1,3,31.45,2.865
3,1,2,31.16,18.722
2,1,2,28.48,4.512
2,2,2,39.61,5.84
1,2,1,46.05,2.257
3,3,1,27.54,28.98
1,2,2,27.38,1.206
1,1,1,44.85,0.994
1,3,1,46.34,1.143
1,1,1,7.15,0.546
2,2,2,9.12,6.131
1,1,3,12.98,0.547
2,2,2,10.48,5.587
1,3,4,18.05,0.783
1,1,2,41.86,0.64
1,2,2,23.37,1.043
1,2,1,14.28,0.682
2,1,1,38.32,4.762
1,1,1,16.04,0.528
1,2,1,3.5,1.213
1,1,3,11.86,0.352
2,1,1,27.02,3.764
3,2,1,61.56,57.584
2,2,3,63.74,8.426
1,1,1,29.64,0.697
3,3,4,42.47,14.841
1,3,3,34.64,1.19
1,3,1,49.2,0.93
1,2,1,4.45,1.688
1,1,5,35.09,0.396
1,1,3,15.8,0.737
1,3,4,10.58,0.571
1,3,1,23.49,1.13
1,2,2,15.72,0.813
1,2,1,20.76,0.808
1,1,1,35.24,1.168
2,2,1,15.97,8.693
2,1,3,42.07,2.669
1,2,2,72.55,4.805
1,2,3,64.66,0.905
1,2,1,31.06,1.354
1,1,5,29.64,0.342
1,2,1,44.94,1.582
1,1,5,41.8,0.693
2,1,2,14.95,1.973
2,1,1,11.34,3.475
2,1,3,14.8,1.762
2,1,2,33.15,2.698
2,1,1,28.21,4.14
2,1,1,31.82,3.836
2,1,5,29.05,2.086
2,1,5,3.55,1.326
2,2,2,55.59,13.129
2,1,1,21.63,2.836
1,1,1,46.26,1.264
1,1,1,29.5,0.716
1,1,2,49.59,1.177
1,2,2,51.43,2.94
1,3,1,31.59,0.945
1,1,3,16.23,0.821
1,1,5,56.04,0.749
1,1,1,59.23,1.295
3,1,2,33.2,11.78
1,3,2,9.61,0.672
1,2,1,21.51,1.37
1,2,2,20.16,1.015
1,3,1,23.49,1.012
2,2,1,28.45,7.248
2,1,3,23.04,2.026
1,2,1,9.91,1.055
1,2,3,46.04,1.972
1,1,1,1.64,0.587
2,2,2,13.72,3.924
3,1,2,33.1,12.924
3,1,3,57.74,27.673
1,2,1,61.63,1.847
2,1,2,19.48,2.155
2,1,4,22.98,2.087
2,1,1,46.08,5.572
1,2,1,42.57,1.257
1,3,1,4.07,0.937
1,2,5,29.67,0.789
1,2,1,32.61,1.461
2,1,1,9.09,2.675
1,2,5,28.79,0.521
1,1,1,34.01,1.08
2,1,1,25.89,4.28
1,2,2,19.84,1.184
3,1,1,26.4,19.017
2,3,2,17.39,4.628
2,1,1,57.8,4.704
2,2,2,15.99,6.736
1,1,2,46.45,0.754
1,2,1,9.55,1.125
3,2,2,25.95,41.829
1,1,4,26.85,0.563
1,3,1,28.01,0.792
2,2,5,12.87,3.616
1,1,5,25.48,0.35
1,2,1,35.05,1.427
1,1,2,43.33,0.862
1,2,3,10.3,0.624
2,1,3,32.78,2.609
1,3,3,28.75,0.673
1,1,1,19.71,0.711
1,2,4,32.04,0.609
2,3,1,12.25,3.0
1,3,2,6.07,0.775
1,2,4,51.35,1.763
2,2,1,62.22,12.403
1,2,2,29.77,2.393
2,1,2,56.53,4.679
1,2,4,15.82,0.77
1,2,2,21.4,0.91
1,1,2,30.06,0.97
2,2,1,17.36,5.094
1,1,1,21.72,0.711
1,2,1,38.37,0.749
1,1,2,18.16,0.832
1,3,2,17.97,0.944
2,1,1,54.18,4.998
3,1,1,13.11,15.275
1,2,1,32.89,1.516
1,1,4,46.9,1.184
1,1,1,6.5,0.591
3,2,2,30.32,31.537
1,3,3,22.6,0.503
1,2,4,49.38,1.593
3,1,2,58.16,37.29
3,1,1,32.82,14.52
1,2,1,40.34,1.394
1,2,1,12.01,1.602
2,3,3,14.74,3.514
2,1,1,19.18,2.368
1,2,1,34.43,1.938
1,3,1,52.67,1.198
1,1,2,35.13,0.513
1,3,1,40.64,1.372
1,1,1,24.83,1.299
2,2,1,23.7,6.524
1,1,2,35.71,0.67
1,3,1,6.52,0.597
2,3,2,45.75,3.508
1,1,2,42.23,0.406
1,2,2,50.0,1.189
3,1,1,17.28,13.352
1,1,2,42.35,0.601
2,2,2,14.7,4.98
1,2,1,39.02,1.476
1,1,1,8.19,0.513
2,1,5,13.58,1.735
1,1,1,22.49,0.817
1,1,2,68.36,1.804
1,1,1,65.89,1.579
1,1,2,22.84,0.876
1,3,1,38.72,0.694
2,1,3,20.5,1.252
1,3,1,49.09,1.513
1,1,1,42.96,1.429
1,1,3,65.94,0.593
1,1,1,15.64,0.63
1,1,1,20.01,0.61
1,2,3,11.99,1.348
2,1,5,29.93,2.303
1,1,1,34.39,0.747
1,1,2,26.45,0.858
2,2,1,28.61,6.942
1,1,2,24.18,0.509
1,1,3,15.01,0.672
2,1,2,21.58,2.069
2,2,1,28.5,6.149
1,3,1,40.06,0.997
1,1,2,16.92,1.071
1,1,2,49.17,0.517
1,1,2,71.62,0.885
1,3,1,28.36,1.199
2,1,1,3.98,2.744
2,2,3,28.54,5.551
3,2,1,34.54,31.221
1,1,4,2.01,0.366
1,2,2,9.53,1.071
1,2,3,8.18,1.031
1,1,1,2.09,0.542
1,1,1,45.3,0.628
2,1,5,9.38,1.65
1,1,2,3.88,0.509
1,2,1,44.68,1.951
1,2,5,19.2,0.679
3,3,1,21.06,23.594
1,2,3,25.34,0.974
2,1,1,13.89,2.884
2,1,4,55.36,5.928
1,2,5,35.94,0.84
2,1,1,28.94,2.372
1,1,1,23.79,0.785
1,2,2,21.16,0.771
1,2,1,5.05,1.274
1,1,2,10.78,0.787
2,2,2,23.52,5.828
2,1,1,17.97,5.73
1,2,4,25.17,0.582
1,2,3,16.27,1.141
1,2,1,8.34,1.101
1,1,2,17.19,0.459
2,2,3,23.12,7.205
1,1,2,19.83,0.571
2,1,5,33.28,2.091
1,3,1,30.09,0.961
2,1,1,23.3,6.797
1,2,2,47.06,1.882
1,1,1,22.39,0.941
2,2,1,50.33,6.815
1,2,2,5.7,0.848
1,1,1,59.17,0.917
2,2,1,10.11,5.372
1,3,1,23.84,0.697
1,3,1,5.15,0.793
1,3,1,5.3,1.109
1,1,1,33.04,0.787
2,3,5,58.06,2.054
2,1,1,39.33,6.443
1,1,1,6.8,0.462
1,1,5,73.13,1.319
1,1,3,9.45,0.494
1,2,1,23.34,2.493
2,1,4,38.34,4.454
1,2,4,4.8,0.881
2,1,3,18.12,2.58
1,1,2,19.6,0.874
2,3,2,20.65,4.099
1,2,5,48.42,1.126
1,1,2,28.91,0.688
3,2,3,58.06,30.252
1,3,1,23.26,0.997
1,1,3,21.96,0.436
2,1,5,29.57,2.46
3,3,1,66.19,41.944
1,1,1,3.14,0.581
3,1,3,32.93,11.747
1,1,3,37.9,1.049
3,1,3,42.03,11.548
1,3,5,20.0,0.519
1,3,1,3.69,0.661
1,2,2,8.43,1.149
2,2,2,21.82,5.07
3,3,1,30.79,24.048
1,2,1,19.65,1.108
1,2,2,30.0,0.67
1,3,2,40.14,1.085
1,1,2,18.58,0.643
2,1,2,37.68,2.646
1,2,2,32.2,1.239
3,2,1,19.32,31.626
3,1,1,12.35,17.332
1,1,2,28.82,0.663
1,2,2,56.48,1.397
3,1,3,21.11,15.564
2,3,2,25.57,4.486
2,3,3,59.69,3.01
1,1,4,24.63,0.412
1,2,2,48.03,1.887
2,2,2,8.24,7.584
1,1,4,15.61,0.46
2,1,1,42.34,2.963
2,1,3,14.96,1.722
1,3,2,22.73,0.819
1,3,2,26.35,0.791
1,1,4,21.35,0.495
2,3,1,11.29,3.319
1,2,1,14.17,1.262
1,1,1,24.13,0.689
3,1,4,46.54,10.934
2,3,1,36.82,8.376
1,1,2,22.99,0.772
2,2,1,36.21,6.965
1,2,2,48.47,1.001
3,2,2,42.86,39.274
2,1,1,36.61,3.311
1,1,1,13.01,0.772
1,3,1,5.38,0.924
1,1,1,21.37,0.533
2,1,2,6.89,2.867
2,1,2,43.26,5.316
1,2,1,9.45,0.829
3,1,1,13.41,17.217
1,2,2,18.81,1.636
2,1,4,43.83,2.096
2,2,2,19.49,3.525
1,3,4,34.52,1.448
1,2,2,75.92,1.048
2,2,3,4.9,4.433
2,2,1,48.44,12.772
1,2,2,20.3,1.531
2,1,1,14.98,3.58
1,2,3,4.56,1.238
1,1,4,3.68,0.405
2,1,3,18.65,2.326
1,1,1,14.2,0.686
2,1,2,9.05,3.17
2,1,3,29.35,3.227
1,2,1,30.79,1.039
1,2,1,11.41,1.21
1,1,2,14.1,0.458
1,1,1,65.06,1.24
2,2,1,39.09,8.979
1,2,4,30.36,1.022
3,2,5,40.22,35.589
1,1,1,56.98,0.945
1,3,5,18.56,0.616
3,1,4,21.75,18.177
1,2,2,11.58,1.78
2,1,3,27.13,3.695
2,1,4,19.99,1.58
2,3,3,55.18,3.904
1,3,1,54.39,1.045
1,1,1,17.5,0.698
3,1,2,8.67,21.25
1,3,1,17.35,0.847
2,1,1,45.75,3.648
2,3,2,50.55,8.628
1,1,1,6.21,0.588
2,1,1,29.26,4.891
3,1,4,13.51,9.563
1,2,1,15.16,1.493
2,1,2,17.95,3.198
2,1,2,20.62,2.826
1,3,5,9.6,0.333
2,1,1,4.83,3.29
1,2,1,8.21,0.888
1,1,2,27.77,0.713
2,2,2,23.07,7.102
3,1,3,29.85,16.083
1,2,1,35.6,1.417
2,2,1,32.87,6.829
1,3,1,49.01,1.606
1,3,3,29.41,0.628
1,1,1,10.88,0.687
2,1,1,36.42,2.694
1,1,2,1.82,0.495
1,2,1,29.9,1.438
2,1,1,62.35,3.875
1,3,1,11.54,0.896
1,3,3,36.0,0.968
1,1,2,5.36,0.496
2,1,2,27.13,3.511
2,2,2,22.69,3.924
2,1,5,5.32,1.931
1,1,1,24.3,0.627
1,1,1,47.4,0.699
2,3,4,35.63,3.053
1,2,2,80.56,1.763
1,1,5,62.2,0.88
1,1,2,46.51,0.863
1,2,3,41.45,1.643
1,1,2,23.75,0.389
3,3,1,13.18,25.443
1,2,4,8.14,0.536
2,3,2,12.0,3.745
1,2,1,11.96,2.059
2,3,1,42.31,3.5
1,2,1,45.74,1.666
3,2,1,18.08,22.57
1,1,1,21.06,0.594
2,2,1,3.82,4.745
1,2,4,52.67,0.507
1,1,2,33.87,0.799
3,2,1,35.02,34.36
2,1,1,42.7,3.302
2,1,3,45.59,5.257
2,1,3,44.65,4.133
3,1,1,8.21,15.702
1,1,5,13.2,0.404
1,3,1,13.33,0.977
1,2,1,9.88,1.17
3,3,1,3.44,22.265
1,3,5,43.45,0.673
1,1,3,25.77,0.498
1,2,2,15.66,0.898
1,1,2,7.69,0.497
1,3,1,42.67,0.867
1,1,1,33.29,0.74
1,1,1,30.03,0.859
2,1,4,8.85,2.615
1,2,2,24.57,1.191
1,1,2,16.56,0.774
1,1,5,36.3,0.31
1,3,1,36.76,1.433
1,1,1,19.56,0.872
1,2,1,31.51,0.922
1,2,5,11.73,0.488
2,1,1,63.77,5.037
1,1,1,57.75,1.349
1,1,1,37.14,0.418
1,3,5,30.55,0.564
1,2,1,22.83,1.452
1,1,2,8.56,0.869
1,3,4,46.3,1.266
1,1,2,45.06,0.71
1,1,1,47.52,0.782
2,1,1,39.49,5.891
1,2,1,22.61,1.736
1,1,3,53.16,0.967
1,2,3,38.87,0.803
1,1,1,22.93,0.692
2,2,1,15.69,5.262
1,3,1,40.4,0.765
1,1,2,24.59,0.675
3,1,1,9.09,12.859
1,2,5,27.76,1.306
1,1,1,49.52,0.703
2,1,1,10.35,1.915
3,2,2,37.66,33.134
1,2,4,12.17,1.104
2,2,1,37.96,7.768
1,1,3,30.94,0.5
2,1,2,20.2,2.319
1,2,2,6.91,0.759
2,2,2,15.64,4.62
1,1,4,7.78,0.341
1,1,2,35.97,0.747
1,1,1,30.97,0.722
2,1,3,20.81,2.695
2,3,1,43.02,4.375
2,1,1,19.77,3.261
3,2,1,29.0,41.425
1,1,2,3.48,0.396
2,1,3,25.75,2.197
1,2,2,10.63,0.974
3,2,2,28.66,24.837
2,1,1,42.78,7.005
1,1,5,50.53,0.316
1,1,1,18.67,0.33
2,1,1,49.09,7.123
2,2,3,34.55,3.559
2,1,4,46.22,2.372
1,1,1,33.68,0.85
1,2,2,33.16,1.757
3,3,3,30.73,14.794
2,1,1,43.58,3.678
1,2,5,43.39,0.591
1,1,1,12.65,0.665
2,1,2,7.38,4.01
2,1,1,62.98,5.025
1,2,1,5.29,0.966
2,1,1,25.37,3.438
2,3,1,34.57,6.0
1,1,4,57.74,0.99
1,3,2,46.69,1.02
1,1,1,18.35,0.999
2,1,2,41.76,4.631
1,2,1,6.38,1.176
2,1,2,44.71,3.99
1,2,2,19.41,0.643
1,3,1,36.26,0.876
2,2,2,47.41,5.435
3,3,1,72.18,42.639
1,1,3,29.45,0.448
1,2,2,13.3,0.757
1,2,1,18.05,1.505
1,2,1,44.77,0.958
1,2,1,33.06,2.745
1,2,4,19.8,0.612
1,3,3,33.48,0.758
2,1,5,13.67,1.282
2,1,3,31.65,2.221
2,1,4,55.07,4.665
1,1,1,41.78,0.691
1,2,2,30.02,0.986
1,1,1,17.3,0.854
3,1,4,4.1,15.268
1,3,5,10.33,0.418
2,3,3,50.9,2.683
1,2,3,24.18,0.891
2,1,4,35.45,2.406
1,1,1,40.61,0.844
1,1,2,7.49,0.66
2,1,3,16.22,3.137
1,1,2,36.25,0.56
1,2,2,58.88,1.926
1,1,1,5.72,0.673
3,1,1,3.23,22.551
2,2,4,55.78,8.784
1,1,3,48.32,0.603
2,1,2,10.64,2.192
2,1,1,34.04,3.413
1,1,1,56.92,1.147
1,2,2,22.53,1.035
1,1,1,44.75,0.685
2,1,1,48.17,3.64
1,3,1,12.06,1.059
2,3,1,13.19,2.771
1,1,1,46.63,1.388
2,3,3,17.79,3.405
1,1,2,42.53,0.603
2,1,2,33.17,3.447
1,2,5,18.18,0.83
1,1,2,57.74,1.106
1,1,4,8.55,0.375
2,3,1,50.55,5.61
1,1,1,58.64,1.073
2,1,1,42.03,5.014
1,1,5,42.95,0.291
1,3,4,30.08,0.547
1,1,2,16.34,0.583
1,3,3,44.16,0.895
1,1,1,14.15,0.605
1,2,2,31.13,1.236
2,1,1,14.45,2.068
3,1,2,28.24,9.572
1,1,1,16.61,0.946
2,1,2,47.23,4.126
2,1,2,31.01,3.176
2,1,2,28.88,2.009
1,2,1,12.24,0.735
3,2,2,26.69,30.429
1,1,1,14.02,0.9
2,2,1,43.81,6.011
1,2,2,50.36,1.74
2,3,1,23.14,6.013
3,1,2,24.01,13.739
3,1,1,14.38,21.367
1,3,2,31.12,0.782
2,3,2,8.47,3.975
1,3,1,41.0,1.898
2,2,1,21.4,7.456
1,2,2,51.5,1.55
2,3,3,71.42,5.87
1,1,1,13.0,0.851
1,1,1,30.33,0.881
1,3,3,8.68,0.758
1,3,1,61.53,1.681
1,1,1,5.96,0.781
2,1,1,19.57,2.714
2,3,5,52.87,2.874
2,1,2,39.62,2.835
2,2,1,12.31,6.841
1,1,2,57.7,0.802
1,1,1,10.59,0.549
1,2,1,26.26,1.341
1,3,5,53.85,0.531
1,2,2,18.23,1.216
2,1,2,20.68,2.637
2,1,4,18.43,3.126
2,1,1,19.49,4.78
1,3,1,25.05,1.432
2,1,1,14.89,2.561
1,3,3,26.97,0.673
2,3,1,11.32,5.445
1,1,2,49.12,1.498
1,1,1,6.11,0.468
1,3,1,30.53,1.172
1,1,2,18.21,0.629
1,3,1,26.2,1.014
1,1,3,42.66,0.492
1,1,5,37.43,0.391
3,1,4,64.92,29.502
1,1,2,14.4,0.739
1,2,1,30.31,1.442
2,2,2,23.39,7.73
1,1,1,16.12,0.836
2,2,4,27.13,6.611
1,1,2,29.56,0.776
1,3,1,4.72,1.555
1,3,3,37.31,0.748
1,2,1,45.26,3.14
2,3,3,52.8,3.767
2,1,2,33.48,3.342
1,1,4,30.97,0.603
3,1,5,12.49,4.626
1,3,1,15.45,0.763
1,1,2,11.32,0.971
2,3,1,44.98,9.49
2,1,3,20.08,1.818
1,1,2,28.09,0.42
1,2,5,26.24,0.467
1,2,4,27.17,0.68
1,1,1,42.01,0.869
2,3,1,52.67,9.042
1,2,2,38.72,1.826
2,1,1,22.11,5.576
1,2,1,43.16,2.452
1,1,2,24.92,0.341
1,3,2,59.35,1.151
1,1,2,19.27,0.429
1,2,1,12.67,2.068
3,1,1,39.29,18.05
2,1,1,30.34,3.067
2,2,3,28.26,6.281
1,1,2,29.52,0.616
3,2,2,36.52,42.895
2,2,5,15.04,2.811
2,1,4,33.03,3.333
1,1,1,36.77,0.389
1,2,3,33.63,2.235
2,1,1,36.7,5.056
1,1,3,38.17,0.708
1,1,1,48.56,0.833
1,1,1,12.31,0.658
1,2,4,14.93,0.778
1,3,2,39.97,0.923
2,2,1,52.3,10.318
2,2,4,29.15,4.222
1,1,1,59.66,1.167
1,2,1,64.29,2.026
3,2,1,46.37,38.861
1,1,3,24.62,0.583
1,2,2,43.72,1.501
1,1,2,20.02,0.596
1,1,2,12.04,0.551
2,1,2,44.79,4.842
1,1,1,14.92,0.575
2,1,1,3.58,2.27
1,1,1,56.69,1.093
3,1,3,10.55,14.923
2,1,3,7.26,2.811
1,1,1,53.3,1.388
1,1,1,45.69,0.818
1,3,2,34.77,1.034
3,2,1,6.11,44.159
2,1,2,3.07,2.256
1,1,2,10.22,0.651
1,1,2,31.73,0.61
3,1,1,20.04,22.834
2,1,4,39.3,2.747
1,1,1,48.46,0.889
1,1,1,10.18,0.48
1,2,1,10.98,0.959
2,1,3,25.95,2.508
1,1,3,30.11,0.745
2,1,2,34.72,5.443
1,3,2,36.82,0.899
1,2,2,32.21,1.111
1,2,1,29.49,1.477
2,3,1,39.96,5.883
1,2,1,9.36,1.137
2,1,2,20.47,3.021
1,2,2,32.41,1.328
2,1,5,23.52,2.573
2,2,2,7.32,4.468
2,1,2,9.11,2.175
1,1,5,19.94,0.387
2,1,1,4.25,2.69
1,1,2,37.87,1.108
1,2,3,1.95,0.971
2,1,2,55.31,4.641
2,1,4,27.16,2.349
1,1,2,21.43,0.679
3,3,4,8.61,15.336
1,2,1,22.42,2.375
3,2,3,3.73,17.354
2,1,1,28.04,4.767
3,1,1,56.92,58.653
2,1,1,46.48,5.31
3,1,2,13.29,14.345
2,1,1,41.72,3.906
1,3,1,23.76,0.899
1,1,2,21.58,0.609
2,1,2,12.99,3.864
1,2,1,32.52,1.981
3,1,2,15.75,12.621
1,1,4,50.31,1.004
2,2,3,12.12,4.787
1,3,2,17.09,0.824
2,2,3,53.21,10.034
3,3,4,54.96,20.79
1,1,1,13.22,0.687
2,2,1,20.09,6.767
1,3,1,29.22,1.446
2,1,2,25.07,1.93
2,2,4,14.04,4.106
1,3,1,53.27,0.992
1,2,2,22.2,1.528
1,1,1,6.48,0.512
1,1,2,27.82,0.877
2,2,4,10.48,3.435
1,3,3,45.19,1.739
3,1,5,43.68,8.657
3,1,2,52.44,23.592
3,1,2,46.46,23.262
1,1,4,34.35,0.49
1,2,2,35.9,0.866
2,2,5,53.45,5.816
2,2,1,7.53,4.0
3,2,1,60.55,58.551
1,2,1,56.67,2.156
1,2,4,13.71,0.69
3,1,1,23.73,8.898
2,1,3,12.05,1.554
1,3,2,37.51,0.722
2,1,2,55.11,4.436
1,1,3,26.86,0.629
1,1,2,27.47,0.669
1,2,1,11.9,0.869
1,1,2,8.02,0.804
1,2,5,2.93,0.804
1,1,1,34.27,0.754
1,3,1,15.12,1.075
1,2,4,33.9,0.722
1,3,1,13.41,0.801
1,2,1,11.69,0.745
2,3,4,30.26,2.591
2,1,3,40.55,2.954
1,1,1,25.29,0.874
1,3,5,31.77,0.672
2,3,3,58.58,3.882
2,3,1,16.69,3.499
3,3,2,36.65,20.069
3,2,4,21.36,27.331
2,2,2,10.1,6.455
2,2,2,35.42,6.957
1,1,2,21.88,0.685
2,2,1,57.06,10.568
3,3,2,22.42,21.28
2,2,1,36.87,5.682
1,1,3,23.57,0.464
1,2,1,21.24,1.001
1,3,1,24.8,1.252
1,1,1,13.75,0.993
2,1,3,31.65,2.915
2,2,2,32.78,9.616
1,3,1,15.38,1.036
2,2,2,25.45,5.533
1,2,2,5.68,0.681
1,1,4,16.57,0.759
1,1,1,17.79,0.856
1,3,1,50.4,1.272
2,1,4,10.19,2.182
2,1,2,40.25,5.871
2,1,2,26.01,2.914
1,1,1,63.0,0.759
2,1,4,26.36,3.421
1,2,4,15.31,0.685
1,1,2,19.16,0.54
1,2,1,15.35,0.802
2,1,1,55.45,8.92
3,3,1,51.7,43.17
1,1,2,10.02,0.388
2,1,2,12.98,3.654
1,1,2,20.22,0.729
1,3,1,32.9,1.432
2,2,1,35.89,6.099
2,2,5,8.14,2.137
2,1,1,10.76,2.907
2,1,4,22.52,1.554
1,3,2,20.68,1.047
3,1,1,44.86,10.152
3,2,2,33.55,27.44
1,3,5,33.91,0.413
1,2,3,35.18,0.917
1,1,1,15.89,0.623
2,1,1,10.82,3.612
3,1,2,37.86,17.564
2,3,1,69.32,9.109
1,3,1,4.94,0.797
1,1,4,24.85,0.65
1,3,2,39.63,1.204
1,1,3,30.91,0.481
1,1,2,34.01,0.464
1,1,1,28.9,0.772
1,3,1,34.33,1.054
1,1,3,25.92,0.447
2,1,2,25.37,2.6
1,1,2,37.91,0.82
1,1,1,15.5,1.131
1,1,1,58.77,1.863
3,1,1,26.26,13.944
2,3,1,18.43,4.489
2,3,4,14.94,3.109
2,1,3,55.13,5.103
2,3,4,20.81,4.489
2,3,4,61.16,4.725
1,3,2,34.67,0.702
1,1,1,47.59,1.007
1,3,2,29.51,0.671
1,2,1,61.85,2.277
1,1,3,20.38,0.448
1,2,3,26.18,1.2
1,1,2,54.53,1.497
1,2,1,20.65,0.936
1,2,1,29.05,1.01
1,1,1,27.85,0.556
1,1,1,38.43,0.754
1,3,4,14.37,0.702
2,1,1,45.48,2.89
1,3,4,24.58,0.65
1,2,2,49.17,2.677
1,1,2,7.82,0.475
1,2,1,25.2,1.083
1,3,1,19.82,0.761
1,3,2,30.19,1.286
1,1,2,30.28,0.685
3,1,2,27.23,19.453
2,1,1,42.39,3.653
1,2,1,41.92,2.062
1,1,1,29.98,0.721
2,1,3,26.82,4.375
1,1,2,6.86,0.696
3,3,1,56.33,61.371
1,1,3,22.61,0.712
1,2,1,24.44,1.016
1,1,3,32.37,0.941
3,2,2,35.63,49.222
3,2,3,40.28,18.859
2,3,1,5.69,4.176
1,2,3,60.66,1.276
2,1,3,5.85,2.718
1,1,1,24.31,0.742
1,1,1,25.04,0.814
2,1,3,45.77,2.929
3,3,2,82.93,28.347
1,1,2,24.84,0.464
1,3,1,40.53,1.381
1,1,1,45.81,0.713
1,3,3,34.6,0.511
1,3,1,26.27,0.743
2,2,1,18.4,7.556
1,1,1,39.16,0.639
2,3,3,16.69,3.76
1,3,1,23.87,0.919
1,1,2,47.82,0.882
1,3,2,23.34,0.892
1,3,1,24.81,0.628
1,1,1,34.98,0.856
2,1,1,14.07,3.026
3,1,1,58.4,24.551
1,1,4,7.47,0.384
1,3,3,14.08,0.621
3,3,3,65.64,36.04
1,1,3,14.91,0.612
2,2,1,44.8,10.754
3,2,3,25.83,58.521
2,1,2,11.14,2.957
1,2,3,20.59,1.293
2,2,5,38.24,3.369
1,1,1,28.21,0.572
1,1,2,36.94,0.622
3,3,1,44.59,21.725
1,1,4,42.53,0.811
2,1,1,26.77,5.787
1,3,1,42.04,1.375
1,3,4,35.71,0.674
2,2,1,11.04,6.011
2,1,2,33.54,3.807
1,2,2,29.39,1.915
2,2,2,29.12,7.714
1,1,1,41.8,1.536
3,1,1,34.58,17.597
2,1,2,51.6,4.332
2,2,2,41.11,7.587
1,3,4,40.38,0.565
1,2,3,15.33,1.149
3,1,2,13.09,12.272
1,1,1,37.91,0.566
1,2,4,33.17,1.723
2,1,1,27.23,5.191
2,1,4,24.14,2.67
2,3,4,19.22,3.619
2,3,5,29.73,3.243
3,3,1,15.96,20.318
1,1,1,57.93,2.083
2,3,2,30.69,6.363
2,2,2,19.68,6.691
2,2,1,43.54,5.195
1,1,2,41.5,0.506
1,1,2,11.17,0.659
1,1,1,71.98,2.492
2,3,1,36.83,3.84
1,2,2,31.87,1.662
2,3,1,51.71,5.566
2,2,2,30.46,6.769
1,1,3,14.02,0.494
2,1,4,24.66,2.092
1,1,3,10.39,0.487
1,3,2,5.75,0.846
1,1,4,22.58,0.662
1,1,2,2.13,0.514
2,2,3,26.61,4.58
1,3,1,12.01,0.98
1,2,3,8.44,1.021
1,1,1,9.15,0.531
2,2,1,24.48,3.439
1,1,2,42.77,0.538
1,2,1,18.05,1.066
3,2,1,16.1,28.621
1,1,3,18.16,0.648
1,1,2,53.79,0.59
1,1,3,29.87,0.541
2,1,3,43.63,5.532
2,2,2,14.33,4.64
1,1,5,48.22,0.755
2,1,1,13.66,4.083
2,2,1,44.14,12.27
2,2,1,14.88,5.158
3,3,3,40.15,20.408
2,3,1,15.49,3.913
1,1,2,47.47,1.26
1,1,2,37.91,0.728
3,2,3,9.26,21.777
1,2,3,18.28,0.514
1,1,1,36.49,0.506
3,3,1,23.78,28.74
2,2,2,30.34,7.714
2,1,4,24.52,2.446
2,2,1,26.09,13.516
1,1,3,20.78,0.497
2,3,1,1.21,4.917
3,1,1,16.07,18.583
1,2,1,55.46,2.812
1,2,3,28.09,1.265
2,1,3,2.43,1.985
1,2,2,36.06,0.945
1,1,3,69.56,1.075
1,1,2,27.13,0.776
1,1,1,62.38,2.454
1,3,3,18.48,0.815
2,3,1,57.48,6.551
2,1,4,32.65,2.404
2,3,3,29.48,4.736
1,3,3,32.07,0.704
1,1,2,47.37,1.062
